Smiles,Solvent,Lifetime (ns),Quantum yield,Fluorescent labeling
COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCCCCC,2.3,0.72,Yes
COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCCCCCC,2.33,0.75,Yes
COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,COCCOC,1.2,0.7,Yes
COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,C1COCCO1,1.96,1,Yes
COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,C1CCOC1,1.73,0.84,Yes
COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,CC1CCCO1,1.83,0.93,Yes
COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,CCOCC,2.13,0.68,Yes
COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,CC(C)OC(C)C,1.66,0.55,Yes
COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,CC1COC(=O)O1,1.83,1,Yes
COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,c1ccccc1,1.67,0.97,Yes
COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,Cc1ccccc1,1.66,0.78,Yes
COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,Cc1ccccc1C,1.76,0.92,Yes
COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,CCOC(C)=O,1.87,0.96,Yes
COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,CN(C)C=O,1.73,1,Yes
COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,CS(C)=O,1.69,0.88,Yes
Cc1ccc(-c2ccc3ccc4cc(C(C)(C)C)cc5ccc2c3c45)cc1,C1CCOC1,33.8,0.41,Yes
Cc1ccc(-c2ccc3ccc4cc(C(C)(C)C)cc5ccc2c3c45)cc1,ClCCl,23.3,0.38,Yes
COc1ccc(C#Cc2ccc(C#N)cc2)cc1OC,CCCCCC,0.37,0.16,Yes
COc1ccc(C#Cc2ccc(C#N)cc2)cc1OC,CCCCCCC,0.38,0.16,Yes
COc1ccc(C#Cc2ccc(C#N)cc2)cc1OC,C1COCCO1,1.09,0.16,Yes
COc1ccc(C#Cc2ccc(C#N)cc2)cc1OC,ClC(Cl)Cl,0.89,0.18,Yes
COc1ccc(C#Cc2ccc(C#N)cc2)cc1OC,CCOC(C)=O,1,0.13,Yes
COc1ccc(C#Cc2ccc(C#N)cc2)cc1OC,ClCCl,1.25,0.22,Yes
COc1ccc(C#Cc2ccc(C#N)cc2)cc1OC,CCCO,0.95,0.13,Yes
COc1ccc(C#Cc2ccc(C#N)cc2)cc1OC,CC#N,2.03,0.13,Yes
COc1ccc(C#Cc2ccc(C#N)cc2)cc1OC,CS(C)=O,2.51,0.21,Yes
COc1ccc(C#Cc2ccc(C#N)cc2)cc1,CCCCCC,0.34,0.15,Yes
COc1ccc(C#Cc2ccc(C#N)cc2)cc1,CCCCCCC,0.35,0.17,Yes
COc1ccc(C#Cc2ccc(C#N)cc2)cc1,C1COCCO1,0.33,0.1,Yes
COc1ccc(C#Cc2ccc(C#N)cc2)cc1,ClC(Cl)Cl,0.38,0.13,Yes
COc1ccc(C#Cc2ccc(C#N)cc2)cc1,CCOC(C)=O,0.38,0.08,Yes
COc1ccc(C#Cc2ccc(C#N)cc2)cc1,ClCCl,0.46,0.12,Yes
COc1ccc(C#Cc2ccc(C#N)cc2)cc1,CCCO,0.6,0.13,Yes
COc1ccc(C#Cc2ccc(C#N)cc2)cc1,CC#N,0.76,0.09,Yes
COc1ccc(C#Cc2ccc(C#N)cc2)cc1,CS(C)=O,1.1,0.15,Yes
CCCCC(CC)COC(=O)/C=C/c1c(OC)ccc(OC)c1OC,CO,0.013,0.08,Yes
CCCCC(CC)COC(=O)/C=C/c1c(OC)ccc(OC)c1OC,CCCCCC,0.01,0.09,Yes
CCCCC(CC)COC(=O)/C=C\c1c(OC)ccc(OC)c1OC,CO,0.005,0.07,Yes
CCCCC(CC)COC(=O)/C=C\c1c(OC)ccc(OC)c1OC,CCCCCC,0.003,0.08,Yes
CCCCC(CC)COC(=O)/C=C/c1cccc(OC)c1,CO,2.51,0.311,Yes
CCCCC(CC)COC(=O)/C=C/c1cccc(OC)c1,CCCCCC,1.74,0.127,Yes
CCCCC(CC)COC(=O)/C=C\c1cccc(OC)c1,CO,2.25,0.23,Yes
CCCCC(CC)COC(=O)/C=C\c1cccc(OC)c1,CCCCCC,1.59,0.02,Yes
CCCCC(CC)COC(=O)/C=C/c1ccc(OC)c(OC)c1OC,CO,0.0006,0.01,Yes
CCCCC(CC)COC(=O)/C=C\c1ccc(OC)c(OC)c1OC,CO,0.0002,0.01,Yes
CCCCC(CC)COC(=O)/C=C/c1cccc(OC)c1,CO,0.046,0.34,Yes
CCCCC(CC)COC(=O)/C=C/c1cccc(OC)c1,CCCCCC,0.038,0.23,Yes
CCCCC(CC)COC(=O)/C=C\c1cccc(OC)c1,CO,0.006,0.33,Yes
CCCCC(CC)COC(=O)/C=C\c1cccc(OC)c1,CCCCCC,0.021,0.22,Yes
CCCCC(CC)COC(=O)/C=C/c1ccccc1OC,CO,0.0009,0.01,Yes
CCCCC(CC)COC(=O)/C=C\c1ccccc1OC,CO,0.0003,0.01,Yes
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,C1COCCO1,4.5,0.86,Yes
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCOC(C)=O,4.53,0.88,Yes
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,ClCCl,4.48,0.88,Yes
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CC(C)=O,4.66,0.88,Yes
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CC#N,4.7,0.85,Yes
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCO,3.65,0.62,Yes
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CO,2.8,0.46,Yes
CN(C)c1ccc(-c2ccc3c(=O)c(O)coc3c2)cc1,Cc1ccccc1,1.46,0.57,Yes
CN(C)c1ccc(-c2ccc3c(=O)c(O)coc3c2)cc1,C1CCOC1,2.31,0.57,Yes
CN(C)c1ccc(-c2ccc3c(=O)c(O)coc3c2)cc1,CS(C)=O,1.87,0.2,Yes
COc1coc2cc(-c3ccc(N(C)C)cc3)ccc2c1=O,Cc1ccccc1,0.91,0.46,Yes
COc1coc2cc(-c3ccc(N(C)C)cc3)ccc2c1=O,C1CCOC1,2.02,0.62,Yes
COc1coc2cc(-c3ccc(N(C)C)cc3)ccc2c1=O,CS(C)=O,2.36,0.2,Yes
CCC(=O)c1ccc2cc(N(C)C)ccc2c1,CS(C)=O,3.12,0.75,Yes
CC1(C)c2cc(C#N)ccc2-c2ccc(N3c4ccccc4Oc4ccccc43)cc21,C1CCCCC1,1.89,0.044,Yes
CC1(C)c2cc(C#N)ccc2-c2ccc(N3c4ccccc4Oc4ccccc43)cc21,Cc1ccccc1,4.94,0.089,Yes
CC1(C)c2cc(C#N)ccc2-c2ccc(N3c4ccccc4Oc4ccccc43)cc21,ClC(Cl)Cl,11.58,0.11,Yes
CC1(C)c2cc(C#N)ccc2-c2ccc(N3c4ccccc4Oc4ccccc43)cc21,C1CCOC1,9.74,0.08,Yes
CC1(C)c2cc(C#N)ccc2-c2ccc(N3c4ccccc4Oc4ccccc43)cc21,CC#N,1.23,0.001,Yes
C(=C/c1ccc(-c2ccncc2)cc1)\c1ccc(-c2ccncc2)cc1,ClCCl,0.85,0.97,Yes
N#C/C(=C(/C#N)c1ccc(-c2ccncc2)cc1)c1ccc(-c2ccncc2)cc1,ClCCl,0.1,0.002,Yes
N#C/C(=C\c1ccc(-c2ccncc2)cc1)c1ccc(-c2ccncc2)cc1,ClCCl,0.1,0.002,Yes
F[B-]1(F)n2cccc2C=C2C=CC=[N+]21,CCCCCC,6.79,0.92,Yes
F[B-]1(F)n2cccc2C=C2C=CC=[N+]21,ClCCl,6.78,0.88,Yes
F[B-]1(F)n2cccc2C=C2C=CC=[N+]21,CO,7.35,0.96,Yes
CC1=[N+]2C(=Cc3cccn3[B-]2(F)F)C=C1,CCCCCC,6.75,0.96,Yes
CC1=[N+]2C(=Cc3cccn3[B-]2(F)F)C=C1,ClCCl,6.2,0.92,Yes
CC1=[N+]2C(=Cc3cccn3[B-]2(F)F)C=C1,CO,6.96,1,Yes
CC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CCCCCC,6.62,0.96,Yes
CC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,ClCCl,6.16,0.88,Yes
CC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CO,6.69,1,Yes
CC1=CC(C)=[N+]2C1=Cc1cccn1[B-]2(F)F,CCCCCC,6.21,0.93,Yes
CC1=CC(C)=[N+]2C1=Cc1cccn1[B-]2(F)F,ClCCl,5.89,0.87,Yes
CC1=CC(C)=[N+]2C1=Cc1cccn1[B-]2(F)F,CO,6.34,0.99,Yes
CC1=C2C=CC(C)=[N+]2[B-](F)(F)n2cccc21,CCCCCC,6.61,0.96,Yes
CC1=C2C=CC(C)=[N+]2[B-](F)(F)n2cccc21,ClCCl,6.23,0.89,Yes
CC1=C2C=CC(C)=[N+]2[B-](F)(F)n2cccc21,CO,6.76,1,Yes
CC1=CC(C)=[N+]2C1=C(C)c1cccn1[B-]2(F)F,CCCCCC,6.1,0.98,Yes
CC1=CC(C)=[N+]2C1=C(C)c1cccn1[B-]2(F)F,ClCCl,5.93,0.95,Yes
CC1=CC(C)=[N+]2C1=C(C)c1cccn1[B-]2(F)F,CO,6.31,1,Yes
CC1=CC(C)=[N+]2C1=Cc1c(C)cc(C)n1[B-]2(F)F,CCCCCC,5.85,0.96,Yes
CC1=CC(C)=[N+]2C1=Cc1c(C)cc(C)n1[B-]2(F)F,ClCCl,5.73,0.92,Yes
CC1=CC(C)=[N+]2C1=Cc1c(C)cc(C)n1[B-]2(F)F,CO,5.95,0.99,Yes
CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)cc(C)n1[B-]2(F)F,CCCCCC,3.37,0.56,Yes
CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)cc(C)n1[B-]2(F)F,ClCCl,3.97,0.63,Yes
CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)cc(C)n1[B-]2(F)F,CO,3.9,0.58,Yes
Nc1ccccc1C(=O)O,C1CCCCC1,5.7,0.29,Yes
Nc1ccccc1C(=O)O,c1ccccc1,6.3,0.39,Yes
Nc1ccccc1C(=O)O,CCO,7.6,0.59,Yes
Nc1ccccc1C(=O)O,OCC(F)(F)F,5.4,0.27,Yes
Nc1ccccc1C(=O)O,CC#N,6.9,0.56,Yes
Nc1ccccc1C(=O)O,CS(C)=O,8.7,0.64,Yes
Nc1ccccc1C(=O)O,O,8.7,0.6,Yes
O=c1[nH]c(=O)c2nc3ccccc3nc2[nH]1,CC#N,0.35,0.009,Yes
Cc1cccc2nc3[nH]c(=O)[nH]c(=O)c3nc12,CC#N,0.9,0.017,Yes
Cc1ccc2nc3[nH]c(=O)[nH]c(=O)c3nc2c1,CC#N,0.6,0.025,Yes
Cc1ccc2nc3c(=O)[nH]c(=O)[nH]c3nc2c1,CC#N,0.4,0.017,Yes
Cc1cccc2nc3c(=O)[nH]c(=O)[nH]c3nc12,CC#N,0.7,0.018,Yes
Cc1ccc2nc3[nH]c(=O)[nH]c(=O)c3nc2c1C,CC#N,2.41,0.041,Yes
Cc1cc(C)c2nc3c(=O)[nH]c(=O)[nH]c3nc2c1,CC#N,1.24,0.02,Yes
Cc1ccc(C)c2nc3c(=O)[nH]c(=O)[nH]c3nc12,CC#N,8.88,0.08,Yes
Cc1cc2nc3[nH]c(=O)[nH]c(=O)c3nc2cc1C,CC#N,0.64,0.028,Yes
Cc1cc2nc3c(=O)[nH]c(=O)n(C)c3nc2cc1C,CC#N,0.63,0.027,Yes
Cc1cc2nc3[nH]c(=O)n(C)c(=O)c3nc2cc1C,CC#N,0.64,0.026,Yes
Cc1cc2nc3c(=O)n(C)c(=O)n(C)c3nc2cc1C,CC#N,0.64,0.028,Yes
Cc1cc(C)c2nc3[nH]c(=O)[nH]c(=O)c3nc2c1,CC#N,1.65,0.043,Yes
Cc1ccc2nc3c(=O)[nH]c(=O)[nH]c3nc2c1C,CC#N,1.14,0.019,Yes
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C)c2cc1C,CC#N,7.7,0.16,Yes
Cc1cc2nc3c(=O)n(C)c(=O)nc-3n(C)c2cc1C,CC#N,7.1,0.17,Yes
Cc1cccc2c1nc1c(=O)n(C)c(=O)nc-1n2C,CC#N,1.8,0.14,Yes
Cc1ccc2c(c1)nc1c(=O)n(C)c(=O)nc-1n2C,CC#N,9.4,0.43,Yes
Cc1ccc2nc3c(=O)n(C)c(=O)nc-3n(C)c2c1,CC#N,4.9,0.28,Yes
Cc1cccc2nc3c(=O)n(C)c(=O)nc-3n(C)c12,CC#N,1.8,0.07,Yes
Cn1c(=O)nc2n(C)c3ccccc3nc-2c1=O,CC#N,7,0.38,Yes
CN(C)c1ccc(-c2nc(C#N)c(C#N)n2C)cc1,C1CCCCC1,1.3,0.85,Yes
CN(C)c1ccc(-c2nc(C#N)c(C#N)n2C)cc1,ClC(Cl)Cl,3.5,0.73,Yes
CN(C)c1ccc(-c2ccc(-c3nc(C#N)c(C#N)n3C)cc2)cc1,C1CCCCC1,1,0.98,Yes
CN(C)c1ccc(-c2ccc(-c3nc(C#N)c(C#N)n3C)cc2)cc1,ClC(Cl)Cl,2,0.73,Yes
CN(C)c1ccc(/C=C/c2ccc(-c3nc(C#N)c(C#N)n3C)cc2)cc1,C1CCCCC1,0.7,0.17,Yes
CN(C)c1ccc(/C=C/c2ccc(-c3nc(C#N)c(C#N)n3C)cc2)cc1,ClC(Cl)Cl,0.7,0.16,Yes
CN(C)c1ccc(C#Cc2ccc(-c3nc(C#N)c(C#N)n3C)cc2)cc1,C1CCCCC1,1.2,0.84,Yes
CN(C)c1ccc(C#Cc2ccc(-c3nc(C#N)c(C#N)n3C)cc2)cc1,ClC(Cl)Cl,1.7,0.88,Yes
O=C([O-])c1ccccc1O,O,4.3,0.16,Yes
Cc1ccc(C(=O)[O-])c(O)c1,O,3.04,0.11,Yes
COc1ccc(C(=O)[O-])c(O)c1,O,1.21,0.042,Yes
Nc1ccc(C(=O)[O-])c(O)c1,O,0.62,0.014,Yes
Cc1ccc(O)c(C(=O)[O-])c1,O,5.31,0.16,Yes
COc1ccc(O)c(C(=O)[O-])c1,O,6.91,0.19,Yes
Nc1ccc(O)c(C(=O)[O-])c1,O,3.42,0.03,Yes
O=C([O-])c1ccccc1O,CO,6.93,0.26,Yes
Cc1ccc(O)c(C(=O)[O-])c1,CO,12.8,0.27,Yes
COc1ccc(O)c(C(=O)[O-])c1,CO,8.83,0.25,Yes
Nc1ccc(O)c(C(=O)[O-])c1,CO,9.54,0.091,Yes
Cc1ccc(C(=O)[O-])c(O)c1,CO,2.61,0.079,Yes
COc1ccc(C(=O)[O-])c(O)c1,CO,5.56,0.21,Yes
Nc1ccc(C(=O)[O-])c(O)c1,CO,1.12,0.022,Yes
CCn1nc(-c2ccccc2)c2ccc3[o+]c(-c4ccccc4)c4ccc1c2c34.[O-][Cl+3]([O-])([O-])[O-],ClCCl,3.92,0.56,Yes
CCn1nc(-c2ccc(F)cc2)c2ccc3[o+]c(-c4ccc(F)cc4)c4ccc1c2c34.[O-][Cl+3]([O-])([O-])[O-],ClCCl,3.89,0.57,Yes
CCn1nc(-c2ccc(C)cc2)c2ccc3[o+]c(-c4ccc(C)cc4)c4ccc1c2c34.[O-][Cl+3]([O-])([O-])[O-],ClCCl,3.71,0.57,Yes
CCn1nc(-c2ccccc2)c2ccc3[o+]c(-c4ccccc4)c4ccc1c2c34.[O-][Cl+3]([O-])([O-])[O-],CC#N,4.16,0.5,Yes
CCn1nc(-c2ccc(F)cc2)c2ccc3[o+]c(-c4ccc(F)cc4)c4ccc1c2c34.[O-][Cl+3]([O-])([O-])[O-],CC#N,4.18,0.64,Yes
CCn1nc(-c2ccc(C)cc2)c2ccc3[o+]c(-c4ccc(C)cc4)c4ccc1c2c34.[O-][Cl+3]([O-])([O-])[O-],CC#N,3.93,0.67,Yes
CCn1nc(-c2ccccc2)c2ccc3[o+]c(-c4ccccc4)c4ccc1c2c34.[O-][Cl+3]([O-])([O-])[O-],CS(C)=O,0.52,0.03,Yes
CCn1nc(-c2ccc(F)cc2)c2ccc3[o+]c(-c4ccc(F)cc4)c4ccc1c2c34.[O-][Cl+3]([O-])([O-])[O-],CS(C)=O,0.58,0.03,Yes
CCn1nc(-c2ccc(C)cc2)c2ccc3[o+]c(-c4ccc(C)cc4)c4ccc1c2c34.[O-][Cl+3]([O-])([O-])[O-],CS(C)=O,1.96,0.15,Yes
CN(C)c1ccc(/C=C/c2nc3c(ccc4ccccc43)s2)cc1,C1CCCCC1,0.1,0.012,Yes
FC(F)(F)c1ccc(/C=C/c2nc3c(ccc4ccccc43)s2)cc1,C1CCCCC1,0.75,0.14,Yes
CC(C)c1ccc(/C=C/c2nc3ccc(N(C)C)cc3s2)cc1,C1CCCCC1,2.04,0.51,Yes
CN(C)c1ccc(/C=C/c2nc3c(ccc4ccccc43)s2)cc1,CC#N,0.1,0.008,Yes
FC(F)(F)c1ccc(/C=C/c2nc3c(ccc4ccccc43)s2)cc1,CC#N,0.84,0.14,Yes
CC(C)c1ccc(/C=C/c2nc3ccc(N(C)C)cc3s2)cc1,CC#N,3.27,0.54,Yes
CN(C)c1ccc2nc(-c3ccccc3)sc2c1,C1CCCCC1,2.1,0.84,Yes
CN(C)c1ccc2nc(-c3ccccc3)sc2c1Cl,C1CCCCC1,0.1,0.023,Yes
CC(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1,C1CCCCC1,2.2,0.88,Yes
CC(=O)c1ccc(-c2nc3ccc(N(C)C)c(Cl)c3s2)cc1,C1CCCCC1,1.4,0.5,Yes
CC(=O)c1ccc(-c2nc3ccc(N(C)C)c(Br)c3s2)cc1,C1CCCCC1,0.1,0.11,Yes
CCCCCCCCN1c2ccc(C#Cc3ccc(OC)cc3)cc2Sc2cc(C=O)ccc21,CCCCCC,6.46,0.59,Yes
CCCCCCCCN1c2ccc(C#Cc3ccc(OC)cc3)cc2Sc2cc(C=O)ccc21,Cc1ccccc1,7.42,0.49,Yes
CCCCCCCCN1c2ccc(C#Cc3ccc(OC)cc3)cc2Sc2cc(C=O)ccc21,C1CCOC1,7.1,0.54,Yes
CCCCCCCCN1c2ccc(C#Cc3ccc(OC)cc3)cc2Sc2cc(C=O)ccc21,ClC(Cl)Cl,5.65,0.58,Yes
CCCCCCCCN1c2ccc(C#Cc3ccc(OC)cc3)cc2Sc2cc(C=O)ccc21,CS(C)=O,6.6,0.91,Yes
CCCCCCCCN1c2ccc(C#Cc3ccc(OC)cc3)cc2Sc2cc(C=O)ccc21,CC#N,6.03,0.34,Yes
CCCCCCCCN1c2ccc(C#Cc3ccc(OC)cc3)cc2Sc2cc(C=O)ccc21,CO,5.08,0.07,Yes
CCCCCCCCN1c2ccc(C#Cc3ccc(F)cc3)cc2Sc2cc(C=O)ccc21,CCCCCC,6.71,0.48,Yes
CCCCCCCCN1c2ccc(C#Cc3ccc(F)cc3)cc2Sc2cc(C=O)ccc21,Cc1ccccc1,8,0.52,Yes
CCCCCCCCN1c2ccc(C#Cc3ccc(F)cc3)cc2Sc2cc(C=O)ccc21,C1CCOC1,8.56,0.64,Yes
CCCCCCCCN1c2ccc(C#Cc3ccc(F)cc3)cc2Sc2cc(C=O)ccc21,ClC(Cl)Cl,5.88,0.4,Yes
CCCCCCCCN1c2ccc(C#Cc3ccc(F)cc3)cc2Sc2cc(C=O)ccc21,CS(C)=O,7.85,0.75,Yes
CCCCCCCCN1c2ccc(C#Cc3ccc(F)cc3)cc2Sc2cc(C=O)ccc21,CC#N,6.3,0.24,Yes
CCCCCCCCN1c2ccc(C#Cc3ccc(F)cc3)cc2Sc2cc(C=O)ccc21,CO,5.41,0.07,Yes
CCCCCCCCN1c2ccc(C#Cc3ccc(C(F)(F)F)cc3)cc2Sc2cc(C=O)ccc21,CCCCCC,6.45,0.57,Yes
CCCCCCCCN1c2ccc(C#Cc3ccc(C(F)(F)F)cc3)cc2Sc2cc(C=O)ccc21,Cc1ccccc1,7.43,0.62,Yes
CCCCCCCCN1c2ccc(C#Cc3ccc(C(F)(F)F)cc3)cc2Sc2cc(C=O)ccc21,C1CCOC1,8.1,0.67,Yes
CCCCCCCCN1c2ccc(C#Cc3ccc(C(F)(F)F)cc3)cc2Sc2cc(C=O)ccc21,ClC(Cl)Cl,7.03,0.59,Yes
CCCCCCCCN1c2ccc(C#Cc3ccc(C(F)(F)F)cc3)cc2Sc2cc(C=O)ccc21,CS(C)=O,7.77,0.72,Yes
CCCCCCCCN1c2ccc(C#Cc3ccc(C(F)(F)F)cc3)cc2Sc2cc(C=O)ccc21,CC#N,6.52,0.63,Yes
CCCCCCCCN1c2ccc(C#Cc3ccc(C(F)(F)F)cc3)cc2Sc2cc(C=O)ccc21,CO,4.04,0.23,Yes
CCCCCCCCN1c2ccc(C#Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2Sc2cc(C=O)ccc21,CCCCCC,6.29,0.6,Yes
CCCCCCCCN1c2ccc(C#Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2Sc2cc(C=O)ccc21,Cc1ccccc1,7.19,0.67,Yes
CCCCCCCCN1c2ccc(C#Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2Sc2cc(C=O)ccc21,C1CCOC1,7.81,0.53,Yes
CCCCCCCCN1c2ccc(C#Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2Sc2cc(C=O)ccc21,ClC(Cl)Cl,6.86,0.63,Yes
CCCCCCCCN1c2ccc(C#Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2Sc2cc(C=O)ccc21,CS(C)=O,7.56,0.77,Yes
CCCCCCCCN1c2ccc(C#Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2Sc2cc(C=O)ccc21,CC#N,6.49,0.53,Yes
CCCCCCCCN1c2ccc(C#Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2Sc2cc(C=O)ccc21,CO,3.23,0.11,Yes
Cc1cc(=O)c2ccc(N)cc2o1,C1COCCO1,0.48,0.0018,Yes
Cc1cc(=O)c2ccc(N)cc2o1,ClC(Cl)Cl,3.67,0.005,Yes
Cc1cc(=O)c2ccc(N)cc2o1,CCOC(C)=O,0.94,0.028,Yes
Cc1cc(=O)c2ccc(N)cc2o1,C1CCOC1,3.22,0.11,Yes
Cc1cc(=O)c2ccc(N)cc2o1,CCCCO,4.01,0.785,Yes
Cc1cc(=O)c2ccc(N)cc2o1,CS(C)=O,0.8,0.201,Yes
Cc1cc(=O)c2ccc(N)cc2o1,CN(C)C=O,3.37,0.718,Yes
Cc1cc(=O)c2ccc(N)cc2o1,CCCO,4.68,0.8498,Yes
Cc1cc(=O)c2ccc(N)cc2o1,CC(C)O,4.56,0.7599,Yes
Cc1cc(=O)c2ccc(N)cc2o1,CC#N,0.59,0.0084,Yes
Cc1cc(=O)c2ccc(N)cc2o1,CO,4.45,0.6994,Yes
Cc1cc(=O)c2ccc(N)cc2o1,O,5.52,0.5569,Yes
N#Cc1coc2ccccc2c1=O,C1COCCO1,3.6,0.0009,Yes
N#Cc1coc2ccccc2c1=O,ClC(Cl)Cl,2.54,0.002,Yes
N#Cc1coc2ccccc2c1=O,CCOC(C)=O,1.05,0.002,Yes
N#Cc1coc2ccccc2c1=O,C1CCOC1,0.93,0.035,Yes
N#Cc1coc2ccccc2c1=O,CCCCO,0.96,0.003,Yes
N#Cc1coc2ccccc2c1=O,CS(C)=O,1.92,0.003,Yes
N#Cc1coc2ccccc2c1=O,CN(C)C=O,1.77,0.001,Yes
N#Cc1coc2ccccc2c1=O,CCCO,2.03,0.001,Yes
N#Cc1coc2ccccc2c1=O,CC(C)O,1.86,0.001,Yes
N#Cc1coc2ccccc2c1=O,CC#N,2.17,0.0005,Yes
N#Cc1coc2ccccc2c1=O,CO,0.59,0.003,Yes
N#Cc1coc2ccccc2c1=O,O,1.36,0.001,Yes
O=C([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(Cl)c(=O)c(Cl)c-2oc2c(Cl)c(O)c(Cl)cc12,O,4.15,0.628,Yes
CC(C)(C)c1ccc(/C=C/c2ccc(N(c3ccc(/C=C/c4ccc(C(C)(C)C)cc4)cc3)c3ccc(-c4nc5ccccc5nc4-c4ccc(N(c5ccc(/C=C/c6ccc(C(C)(C)C)cc6)cc5)c5ccc(/C=C/c6ccc(C(C)(C)C)cc6)cc5)cc4)cc3)cc2)cc1,C1CCOC1,2.3,0.72,Yes
CCCCCCOc1ccc(/C=C/c2ccc(N(c3ccc(/C=C/c4ccc(OCCCCCC)cc4)cc3)c3ccc(-c4nc5ccccc5nc4-c4ccc(N(c5ccc(/C=C/c6ccc(OCCCCCC)cc6)cc5)c5ccc(/C=C/c6ccc(OCCCCCC)cc6)cc5)cc4)cc3)cc2)cc1,C1CCOC1,2.05,0.66,Yes
C(=C/c1ccc(N(c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c2ccc(-c3nc4ccccc4nc3-c3ccc(N(c4ccc(/C=C/c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)c4ccc(/C=C/c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)cc3)cc2)cc1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,C1CCOC1,1.5,0.62,Yes
C(=C/c1ccccn1)\c1ccc(N(c2ccc(/C=C/c3ccccn3)cc2)c2ccc(-c3nc4ccccc4nc3-c3ccc(N(c4ccc(/C=C/c5ccccn5)cc4)c4ccc(/C=C/c5ccccn5)cc4)cc3)cc2)cc1,C1CCOC1,1.17,0.55,Yes
CCOC(=O)c1ccc(C2CC(c3cccc4ccccc34)=NN2c2ccc(OC)cc2)cc1,ClCCl,4.68,0.502,Yes
CCOC(=O)c1ccc(C2CC(c3cccc4ccccc34)=NN2c2ccc(C)cc2)cc1,ClCCl,4.56,0.294,Yes
